usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Private;Pickup;yes;6;17.0;Highly Urban/ Urban;12/08/2020;complet;dev_express;5794;2022;Non;Oui;0-25k€;75-150k€;4-8pts
Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;5795;1940;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;03/05/2019;complet;dev_premium;5796;1961;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;4;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_premium;5797;1956;Oui;Oui;0-25k€;-;0-4pts
Private;z_SUV;no;1;8.0;Highly Urban/ Urban;02/05/2019;complet;dev_express;5798;1981;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;16/08/2020;complet;dev_express;5799;1973;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Van;no;5;1.0;Highly Urban/ Urban;27/12/2019;complet;dev_integral;5800;1973;Non;Non;25k-50k€;-;4-8pts
Private;Minivan;no;0;19.0;Highly Urban/ Urban;04/09/2021;complet;dev_integral;5801;1947;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;21/02/2021;complet;dev_integral;5802;2007;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;z_SUV;no;0;2.0;Highly Urban/ Urban;12/07/2021;complet;dev_express;5803;1964;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;0;7.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;5804;2008;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;yes;3;8.0;Highly Urban/ Urban;20/01/2020;complet;dev_express;5805;2003;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;17/01/2022;complet;dev_integral;5806;1993;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Sports Car;no;0;8.0;z_Highly Rural/ Rural;17/01/2020;complet;dev_express;5807;1972;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;2;1.0;z_Highly Rural/ Rural;17/05/2019;complet;dev_integral;5808;1957;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;2;7.0;Highly Urban/ Urban;17/07/2019;complet;dev_premium;5809;1964;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;2;7.0;z_Highly Rural/ Rural;21/05/2022;complet;dev_integral;5810;1967;Oui;Oui;0-25k€;75-150k€;0-4pts
Commercial;Van;yes;3;11.0;Highly Urban/ Urban;25/06/2020;incomplet;dev_integral;5811;1938;Non;Non;-;+200k€;0-4pts
Commercial;Panel Truck;no;1;11.0;z_Highly Rural/ Rural;23/06/2021;complet;dev_express;5812;1955;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;1;8.0;Highly Urban/ Urban;06/01/2022;incomplet;dev_premium;5813;1965;Non;Oui;0-25k€;-;0-4pts
Private;Minivan;no;6;12.0;Highly Urban/ Urban;16/01/2021;incomplet;dev_integral;5814;1994;Non;Oui;75k-100k€;+200k€;4-8pts
Commercial;Minivan;yes;3;12.0;Highly Urban/ Urban;14/03/2021;complet;dev_integral;5815;1939;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;16.0;Highly Urban/ Urban;30/06/2021;complet;dev_express;5816;1935;Non;Oui;+100k€;-;0-4pts
Commercial;Pickup;yes;1;1.0;Highly Urban/ Urban;23/07/2019;complet;dev_vip;5817;2020;Oui;Oui;0-25k€;-;0-4pts
Private;z_SUV;no;7;1.0;Highly Urban/ Urban;07/07/2020;complet;dev_integral;5818;1992;Non;Non;75k-100k€;+200k€;4-8pts
Commercial;Panel Truck;yes;0;12.0;Highly Urban/ Urban;27/08/2019;complet;dev_integral;5819;2006;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;no;6;17.0;Highly Urban/ Urban;17/04/2022;complet;dev_premium;5820;1976;Non;Non;+100k€;0-75k€;4-8pts
Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;28/10/2020;complet;dev_premium;5821;1987;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;yes;4;1.0;Highly Urban/ Urban;25/12/2021;complet;dev_integral;5822;1964;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;1;7.0;Highly Urban/ Urban;08/09/2021;complet;dev_premium;5823;1993;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;10/05/2021;complet;dev_integral;5824;1969;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;2;1.0;Highly Urban/ Urban;21/10/2019;complet;dev_integral;5825;1932;Non;Non;50k-75k€;-;0-4pts
Private;Minivan;yes;4;12.0;Highly Urban/ Urban;25/11/2019;complet;dev_integral;5826;2005;Oui;Oui;-;+200k€;0-4pts
Private;Pickup;yes;1;7.0;Highly Urban/ Urban;05/08/2021;complet;dev_express;5827;1935;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;no;0;1.0;z_Highly Rural/ Rural;27/10/2019;complet;dev_express;5828;1936;Oui;Oui;50k-75k€;0-75k€;0-4pts
Private;Minivan;no;1;17.0;Highly Urban/ Urban;10/05/2021;incomplet;dev_integral;5829;1985;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;4;3.0;Highly Urban/ Urban;15/07/2021;complet;dev_express;5830;1998;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Minivan;yes;1;9.0;Highly Urban/ Urban;08/12/2021;complet;dev_integral;5831;2008;Non;Non;25k-50k€;+200k€;0-4pts
Commercial;z_SUV;no;1;6.0;Highly Urban/ Urban;15/09/2021;complet;dev_express;5832;1976;Non;Oui;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;2;5.0;Highly Urban/ Urban;20/01/2021;complet;dev_integral;5833;1967;Non;Non;-;0-75k€;0-4pts
Private;z_SUV;no;1;;Highly Urban/ Urban;05/07/2021;complet;dev_express;5834;1969;Non;Non;-;75-150k€;0-4pts
Private;Sports Car;no;0;6.0;Highly Urban/ Urban;27/12/2020;complet;dev_express;5835;1956;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;14/09/2020;incomplet;dev_express;5836;1989;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;17.0;Highly Urban/ Urban;12/11/2021;complet;dev_integral;5837;1951;Non;Oui;+100k€;0-75k€;0-4pts
Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;06/10/2020;complet;dev_integral;5838;1934;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;17.0;Highly Urban/ Urban;22/10/2021;complet;dev_integral;5839;1932;Oui;Oui;+100k€;+200k€;0-4pts
Private;Minivan;no;4;1.0;z_Highly Rural/ Rural;05/11/2019;complet;dev_integral;5840;1951;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Pickup;yes;0;11.0;Highly Urban/ Urban;23/12/2020;complet;dev_express;5841;1961;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Minivan;no;0;;Highly Urban/ Urban;27/07/2020;complet;dev_integral;5842;1942;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;5843;2004;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;7;9.0;Highly Urban/ Urban;13/06/2021;complet;dev_express;5844;1978;Non;Non;50k-75k€;150-200k€;4-8pts
Private;Sports Car;no;0;8.0;z_Highly Rural/ Rural;28/10/2020;complet;dev_express;5845;1964;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;1;11.0;Highly Urban/ Urban;31/07/2019;complet;dev_integral;5846;1986;Non;Oui;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;6;14.0;Highly Urban/ Urban;25/01/2020;complet;dev_premium;5847;1966;Non;Oui;50k-75k€;0-75k€;4-8pts
Private;Pickup;no;3;6.0;Highly Urban/ Urban;27/04/2020;complet;dev_express;5848;2016;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;1;1.0;Highly Urban/ Urban;10/09/2021;incomplet;dev_integral;5849;1958;Oui;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Van;yes;0;14.0;z_Highly Rural/ Rural;17/06/2019;complet;dev_express;5850;1996;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;yes;2;7.0;z_Highly Rural/ Rural;14/08/2020;complet;dev_express;5851;1943;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;7;3.0;Highly Urban/ Urban;02/10/2020;complet;dev_integral;5852;1976;Oui;Oui;0-25k€;0-75k€;4-8pts
Private;Van;yes;0;16.0;Highly Urban/ Urban;25/04/2021;complet;dev_integral;5853;1964;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Sports Car;no;6;1.0;z_Highly Rural/ Rural;10/07/2020;complet;dev_premium;5854;1954;Non;Non;+100k€;+200k€;4-8pts
Private;Sports Car;no;3;1.0;Highly Urban/ Urban;12/06/2019;complet;dev_premium;5855;2009;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;no;0;25.0;Highly Urban/ Urban;08/03/2022;complet;dev_express;5856;1951;Non;Oui;+100k€;+200k€;0-4pts
Commercial;Minivan;no;1;9.0;z_Highly Rural/ Rural;01/05/2022;complet;dev_integral;5857;1966;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;no;0;14.0;Highly Urban/ Urban;01/01/2021;complet;dev_integral;5858;1939;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;10/10/2021;complet;dev_integral;5859;2001;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Minivan;yes;6;7.0;Highly Urban/ Urban;24/03/2020;complet;dev_integral;5860;1942;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;1;12.0;Highly Urban/ Urban;08/01/2021;complet;dev_integral;5861;1946;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;8;9.0;Highly Urban/ Urban;10/12/2020;complet;dev_express;5862;1987;Non;Non;25k-50k€;150-200k€;4-8pts
Private;z_SUV;no;3;;Highly Urban/ Urban;15/09/2020;complet;dev_integral;5863;1952;Non;Oui;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;03/05/2020;incomplet;dev_integral;5864;1938;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;6.0;Highly Urban/ Urban;13/02/2020;incomplet;dev_integral;5865;2021;Oui;Oui;25k-50k€;0-75k€;0-4pts
Private;Sports Car;no;7;1.0;Highly Urban/ Urban;29/12/2019;incomplet;dev_integral;5866;1939;Non;Oui;25k-50k€;150-200k€;4-8pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;07/01/2020;complet;dev_express;5867;1964;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;yes;2;7.0;Highly Urban/ Urban;02/09/2019;incomplet;dev_integral;5868;1993;Non;Non;50k-75k€;150-200k€;0-4pts
Commercial;Pickup;yes;4;;Highly Urban/ Urban;26/08/2019;complet;dev_express;5869;1999;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Sports Car;no;2;13.0;z_Highly Rural/ Rural;16/11/2021;complet;dev_integral;5870;1961;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;02/01/2020;complet;dev_express;5871;1951;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;3;;Highly Urban/ Urban;29/02/2020;complet;dev_express;5872;1983;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Pickup;no;2;1.0;Highly Urban/ Urban;06/04/2021;complet;dev_express;5873;1972;Non;Non;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;3.0;Highly Urban/ Urban;10/12/2020;complet;dev_integral;5874;1961;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;2;1.0;Highly Urban/ Urban;11/05/2020;complet;dev_express;5875;1977;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;1;9.0;Highly Urban/ Urban;13/05/2019;complet;dev_express;5876;2010;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;10/02/2022;complet;dev_integral;5877;1996;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;7;1.0;Highly Urban/ Urban;29/06/2020;complet;dev_integral;5878;1953;Non;Oui;25k-50k€;150-200k€;4-8pts
Commercial;Pickup;no;0;7.0;z_Highly Rural/ Rural;04/08/2020;complet;dev_integral;5879;2018;Non;Oui;-;0-75k€;0-4pts
Private;z_SUV;no;1;12.0;Highly Urban/ Urban;05/02/2020;complet;dev_express;5880;1940;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;5;1.0;Highly Urban/ Urban;24/09/2020;complet;dev_integral;5881;2004;Non;Oui;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;3;5.0;Highly Urban/ Urban;11/11/2021;incomplet;dev_integral;5882;1965;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;27/12/2019;complet;dev_integral;5883;1939;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;3;6.0;z_Highly Rural/ Rural;12/04/2020;complet;dev_integral;5884;1972;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;22/07/2021;complet;dev_premium;5885;1958;Non;Oui;25k-50k€;-;0-4pts
Private;z_SUV;no;0;6.0;z_Highly Rural/ Rural;11/02/2020;complet;dev_express;5886;1957;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;;Highly Urban/ Urban;17/03/2022;complet;dev_integral;5887;1994;Non;Oui;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;02/12/2020;complet;dev_express;5888;1969;Oui;Oui;25k-50k€;+200k€;0-4pts
Commercial;z_SUV;no;1;8.0;z_Highly Rural/ Rural;10/02/2022;complet;dev_premium;5889;1960;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;1;8.0;Highly Urban/ Urban;05/12/2019;complet;dev_integral;5890;1932;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;5.0;Highly Urban/ Urban;30/09/2020;complet;dev_integral;5891;1955;Non;Oui;25k-50k€;0-75k€;0-4pts
Private;z_SUV;yes;7;;Highly Urban/ Urban;22/01/2021;complet;dev_premium;5892;2000;Non;Non;0-25k€;0-75k€;4-8pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;20/04/2019;complet;dev_premium;5893;1958;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Minivan;yes;2;7.0;Highly Urban/ Urban;14/08/2019;complet;dev_integral;5894;1982;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;1;;Highly Urban/ Urban;19/03/2020;complet;dev_integral;5895;1972;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;no;0;;z_Highly Rural/ Rural;11/08/2021;complet;dev_integral;5896;1962;Non;Oui;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;04/11/2020;complet;dev_express;5897;1956;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;16/01/2022;complet;dev_integral;5898;1964;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Minivan;no;4;1.0;Highly Urban/ Urban;14/11/2020;complet;dev_express;5899;1972;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;yes;10;10.0;Highly Urban/ Urban;18/07/2019;incomplet;dev_premium;5900;1998;Non;Non;25k-50k€;0-75k€;8-12pts
Private;Pickup;no;0;6.0;Highly Urban/ Urban;28/03/2020;complet;dev_express;5901;1945;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;2;1.0;Highly Urban/ Urban;22/01/2020;complet;dev_integral;5902;1950;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;9.0;Highly Urban/ Urban;09/03/2020;complet;dev_integral;5903;1959;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;02/06/2020;complet;dev_express;5904;1994;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;23/04/2021;complet;dev_integral;5905;1994;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;4;8.0;Highly Urban/ Urban;30/03/2020;complet;dev_express;5906;1979;Non;Oui;25k-50k€;75-150k€;0-4pts
Commercial;Pickup;no;0;8.0;z_Highly Rural/ Rural;06/11/2020;complet;dev_integral;5907;1988;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;1.0;Highly Urban/ Urban;06/12/2019;complet;dev_express;5908;1943;Non;Non;-;0-75k€;0-4pts
Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;27/03/2020;complet;dev_express;5909;1964;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;18/08/2019;complet;dev_integral;5910;2005;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;1;;Highly Urban/ Urban;22/09/2019;complet;dev_express;5911;1952;Oui;Oui;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;2;14.0;z_Highly Rural/ Rural;21/10/2021;complet;dev_integral;5912;1970;Non;Non;50k-75k€;+200k€;0-4pts
Private;Van;no;2;8.0;Highly Urban/ Urban;03/05/2021;complet;dev_integral;5913;2011;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Panel Truck;yes;3;7.0;Highly Urban/ Urban;05/08/2021;complet;dev_integral;5914;1965;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Van;no;0;16.0;Highly Urban/ Urban;06/02/2020;complet;dev_express;5915;2001;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;no;2;1.0;Highly Urban/ Urban;26/05/2020;complet;dev_express;5916;1947;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;2;1.0;z_Highly Rural/ Rural;09/05/2020;complet;dev_express;5917;2018;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;5918;1956;Non;Oui;25k-50k€;150-200k€;4-8pts
Private;Pickup;no;0;20.0;Highly Urban/ Urban;26/09/2021;complet;dev_integral;5919;1957;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;no;0;18.0;Highly Urban/ Urban;11/01/2022;complet;dev_vip;5920;1982;Oui;Oui;+100k€;+200k€;0-4pts
Private;Van;yes;3;5.0;Highly Urban/ Urban;15/04/2021;complet;dev_integral;5921;1960;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;05/08/2020;complet;dev_express;5922;1974;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;8.0;Highly Urban/ Urban;13/10/2019;complet;dev_integral;5923;1969;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;09/04/2020;complet;dev_express;5924;1976;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;yes;5;1.0;Highly Urban/ Urban;30/07/2020;incomplet;dev_express;5925;1971;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;3;1.0;Highly Urban/ Urban;06/08/2020;complet;dev_premium;5926;2014;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Minivan;no;0;17.0;Highly Urban/ Urban;20/09/2019;complet;dev_express;5927;1957;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/03/2022;complet;dev_integral;5928;1968;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;16/10/2019;complet;dev_integral;5929;1970;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;z_SUV;no;0;6.0;Highly Urban/ Urban;10/01/2021;complet;dev_premium;5930;1971;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;25/08/2021;incomplet;dev_express;5931;1943;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;no;2;7.0;Highly Urban/ Urban;16/04/2021;complet;dev_express;5932;1952;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;no;4;10.0;Highly Urban/ Urban;17/03/2021;complet;dev_integral;5933;1934;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;no;3;7.0;Highly Urban/ Urban;28/08/2019;complet;dev_express;5934;1976;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Minivan;yes;0;4.0;Highly Urban/ Urban;07/05/2021;complet;dev_premium;5935;1971;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;11/11/2020;complet;dev_express;5936;1954;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;3;19.0;Highly Urban/ Urban;02/09/2021;incomplet;dev_express;5937;1953;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;10/01/2022;complet;dev_integral;5938;1947;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;yes;9;1.0;Highly Urban/ Urban;13/01/2021;complet;dev_integral;5939;2012;Non;Oui;0-25k€;75-150k€;8-12pts
Commercial;Van;yes;1;1.0;Highly Urban/ Urban;15/05/2022;complet;dev_integral;5940;1969;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;0;17.0;Highly Urban/ Urban;17/10/2021;complet;dev_integral;5941;1984;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;28/11/2019;complet;dev_integral;5942;2016;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;6;12.0;Highly Urban/ Urban;15/11/2021;complet;dev_express;5943;1941;Non;Non;+100k€;0-75k€;4-8pts
Private;Sports Car;no;2;14.0;Highly Urban/ Urban;02/04/2020;complet;dev_premium;5944;1966;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;09/03/2021;complet;dev_integral;5945;1954;Oui;Oui;-;75-150k€;0-4pts
Commercial;Van;yes;0;13.0;Highly Urban/ Urban;27/10/2020;complet;dev_integral;5946;1949;Non;Oui;25k-50k€;-;0-4pts
Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;03/01/2022;complet;dev_integral;5947;1953;Oui;Oui;-;75-150k€;0-4pts
Private;Minivan;no;2;11.0;Highly Urban/ Urban;08/05/2019;complet;dev_integral;5948;1958;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;1;;Highly Urban/ Urban;28/09/2019;complet;dev_express;5949;1948;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;1;11.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;5950;1951;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;22/10/2019;complet;dev_premium;5951;1994;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;1;4.0;Highly Urban/ Urban;03/04/2022;complet;dev_premium;5952;1945;Non;Non;0-25k€;-;0-4pts
Private;Sports Car;no;4;10.0;Highly Urban/ Urban;08/11/2020;complet;dev_express;5953;1950;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;no;3;10.0;z_Highly Rural/ Rural;05/07/2019;complet;dev_integral;5954;1953;Non;Non;25k-50k€;+200k€;0-4pts
Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;08/11/2021;complet;dev_integral;5955;1995;Non;Non;-;0-75k€;0-4pts
Commercial;Pickup;yes;4;14.0;z_Highly Rural/ Rural;15/03/2022;complet;dev_integral;5956;1997;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Van;no;0;1.0;Highly Urban/ Urban;27/03/2020;complet;dev_express;5957;1999;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;6;16.0;Highly Urban/ Urban;22/12/2020;complet;dev_express;5958;1969;Non;Non;25k-50k€;150-200k€;4-8pts
Private;z_SUV;no;6;1.0;Highly Urban/ Urban;22/05/2019;complet;dev_integral;5959;1969;Non;Oui;0-25k€;75-150k€;4-8pts
Commercial;z_SUV;no;6;14.0;Highly Urban/ Urban;30/04/2019;complet;dev_express;5960;1960;Non;Non;0-25k€;0-75k€;4-8pts
Commercial;Van;yes;0;19.0;z_Highly Rural/ Rural;25/07/2021;complet;dev_integral;5961;2007;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;yes;0;;Highly Urban/ Urban;27/07/2020;complet;dev_express;5962;1959;Oui;Oui;50k-75k€;+200k€;0-4pts
Commercial;Pickup;yes;2;1.0;Highly Urban/ Urban;20/08/2019;complet;dev_integral;5963;1933;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;Pickup;no;3;19.0;Highly Urban/ Urban;26/11/2019;complet;dev_integral;5964;1988;Non;Non;75k-100k€;+200k€;0-4pts
Private;Van;no;2;22.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_vip;5965;1949;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;02/06/2021;complet;dev_integral;5966;1951;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;11.0;Highly Urban/ Urban;28/10/2021;complet;dev_integral;5967;2018;Oui;Oui;25k-50k€;+200k€;0-4pts
Private;Minivan;no;1;1.0;Highly Urban/ Urban;16/01/2020;complet;dev_integral;5968;1967;Oui;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;yes;0;8.0;Highly Urban/ Urban;13/12/2020;complet;dev_premium;5969;1948;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;5;16.0;Highly Urban/ Urban;20/02/2022;complet;dev_premium;5970;1971;Non;Oui;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;5;6.0;z_Highly Rural/ Rural;23/12/2020;complet;dev_express;5971;2000;Non;Oui;25k-50k€;75-150k€;4-8pts
Private;Sports Car;no;0;6.0;Highly Urban/ Urban;07/03/2022;complet;dev_integral;5972;1979;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;19/03/2021;complet;dev_integral;5973;1956;Non;Non;75k-100k€;+200k€;0-4pts
Private;Van;no;0;14.0;Highly Urban/ Urban;04/02/2020;complet;dev_express;5974;2006;Non;Non;50k-75k€;-;0-4pts
Private;Minivan;yes;0;11.0;Highly Urban/ Urban;16/06/2020;complet;dev_integral;5975;1965;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;1;;Highly Urban/ Urban;22/02/2020;complet;dev_integral;5976;1966;Non;Non;75k-100k€;+200k€;0-4pts
